id,company_hiring,company_jobs_url,nocrunchbase,company_name,company_overview,company_url,number_of_employees,category,description,founded_year,founded_month,money_raised,crunchbase_url,tag_list,twitter_name,blog_url
2,1,'http://www.20x200.com/jobs/','FALSE','20x200','20x200 is a NYC-based e-commerce site that transforms design-minded consumers into art collectors. The site features a curated selection of affordable, limited-edition, exhibition-quality prints, which are delivered with artist-signed certificates of authenticity. Working directly with hundreds of artists—emerging, established and legendary—they release new, exclusive editions each week at prices ranging from $24 to $10,000.','http://www.20x200.com',20,'ecommerce','eCommerce site for art collectors',2007,9,'$2.8M','http://www.crunchbase.com/company/20x200','','20x200','http://www.20x200.com/blog/'
8,1,'http://admarketplace.force.com/careers/','FALSE','adMarketplace.com','adMarketplace delivers performance driven pay per click advertising\n\nadMarketplace.com delivers Pay Per Click advertising to performance marketers from traffic sources outside of the major search engines. Thousands of direct advertisers leverage our proprietary data-driven technology platform - which includes: filtering, scoring, targeting, pricing, and analytics - to drive ROI from over 1 Million traffic sources worldwide.\n\nadMarketplace is offered as a managed service to large marketers and as a self-serve service to advertisers of all sizes.','http://www.admarketplace.com',80,'search','Pay Per Click Advertising',2000,0,'$0','http://www.crunchbase.com/company/admarketplace','ppc, cpc, pay-per-click, cost-per-click, online-advertising, adage, omma, adtech, email-marketing, text-ads, agency, advertisers, publishers, smx, sis, domainfest, domains, ses, dmexco, imedia, dmx, iab, affiliate','adMarketplace','http://blog.admarketplace.com'
10,1,'http://adsafemedia.com/about-adsafe/careers','FALSE','AdSafe Media','AdSafe Media offers the online advertising industry a suite of products in brand protection, ad verification and campaign performance data. Its Content Rating System scores and evaluates the brand safety and context of web pages on the individual page level.Â Utilizing these ratings, AdSafe’s Firewall protects advertisers from appearing on pages that do not conform to brand guidelines.  Its Campaign Monitor enables brands to assure ad verification and compliance, while its Network Monitor allows networks and publishers to assess inventory quality and to manage and segment inventory at scale.  \n\nAdSafe recently launched Engagement Quality Ratings, a set of data feeds around the probability of ads being in-view.  AdSafe’s Brand Safety Scores and Engagement Quality Ratings now proactively inform clients within the RTB process, pre-bid. \n\nAdSafeâ€™s data and products work across the digital environment, driving increased performance and profits for its partners on both the buy and sell side. It has headquarters in New York City with operations in San Francisco and London.','http://www.adsafemedia.com/',0,'advertising','',0,0,'$17.3M','http://www.crunchbase.com/company/adsafe','','adsafe',''
14,1,'http://animoto.com/about/careers','FALSE','Animoto','Animoto generates custom, professional-looking slideshows from user-uploaded music and photos. Their “patent-pending Cinematic Artificial Intelligence technology and high-end motion design” drives the web app. They say the Cinematic A.I. analyzes users’ photos and music like an actual director and editor. For instance, to analyze music the genre, song structure, energy, rhythm, instrumentation, and vocals are all taken into consideration.\n\nOnce completed, videos can be emailed, downloaded and embedded into other sites. The company says no two videos are ever the same.\n\nAnimoto’s founders have a good amount of experience in the entertainment industry having produced shows for MTV, Comedy Central and ABC among other things. The company is based in New York City, but also has an office in San Francisco.\n\nSlide and RockYou are Animoto’s biggest competitors, but the company sees them more as potential partners since neither is doing what Animoto is doing.\n\nIn May 2008 Amazon funded the startup with an undisclosed amount.\n\nAs of June 2008, Animoto videos can be purchased on DVD or downloaded in DVD-quality formats directly from the Animoto website, and users can enjoy their videos on computers, televisions, and even large projection screens.','http://animoto.com/',60,'games_video','Animated slide-show generator',2006,8,'$30M','http://www.crunchbase.com/company/animoto','video, slideshow, pictures, photos, music, animoto','','http://blog.animoto.com/'
15,1,'http://www.appaddictive.com/entrepreneural.php','FALSE','AppAddictive','AppAddictive is a platform for businesses to acquire customers, engage customers, and retain customers through social media.\n\nHow?\nAcquire customers\n\n\nUse our drag and drop tools to create promotions and Facebook pages that turn visitors to likes and customers. Add that with our Ad Optimizer to acquire customers that save time and money.\nEngage customers\n-Use our community manager tool to publish engaging posts that encourage commenting and posts from your customers. \nRetain customers\n-Use our social loyalty platform to retain and increase revenues of your existing customers. Use your existing loyal customers to bring you new customers.\n','http://www.appaddictive.com',0,'web','',0,0,'$1.2M','http://www.crunchbase.com/company/appaddictive','','','http://blog.appaddictive.com/'
16,1,'http://www.appboy.com/jobs','FALSE','Appboy','Appboy is an app management platform to help developers boost downloads and increase user engagement through an SDK and web offering.\n\nIntegrating the Appboy SDK into mobile applications empowers developers to collect analytics and build rich user profiles. Appboy increases user engagement by letting developers enable a mini-blog within their app and an app store for cross promotion. Developers can discover high value users through Appboy analytics and directly communicate new features or apps. Appboy prevents developers from losing users, one of the biggest challenges facing mobile applications.\n\nAppboy’s Facebook and Twitter integration leverages social trust as a way to share app use and fuel discovery. As more developers choose to power up their apps with Appboy, the Appboy network scales to accommodate the combined user base - the community grows and recommendations become smarter.\n\nYou can sign up for Appboy by visiting appboy.com','http://appboy.com',9,'mobile','SDK for mobile apps',2011,1,'$2.5M','http://www.crunchbase.com/company/appboy','social-media, mobile, apps, mobile-applications, sdk, ios, android, crm, analytics','appboy','http://blog.appboy.com'
17,1,'http://appnexus.com/careers/','FALSE','AppNexus','AppNexus is the most advanced platform for buying real-time online advertising. AppNexus’s clients include the largest ad networks and online advertisers. AppNexus offers a proprietary gateway to premier ad exchanges and ad inventory aggregators, and cloud computing capabilities for unrivaled scalability. AppNexus is based in New York City. The company is backed by investors including Venrock, Kodiak Venture Partners, and First Round Capital. More information can be obtained by visiting AppNexus online at www.appnexus.com.','http://www.appnexus.com',0,'advertising','Real-time ad buying platform',2007,9,'$65.5M','http://www.crunchbase.com/company/appnexus','','',''
18,1,'http://art.sy/pages/jobs','FALSE','Art.sy','Art.sy is a new way to discover art you’ll love, featuring work from leading galleries, museums, and private collections around the world.\n\nArt.sy launched at Disrupt in New York in May 2010 winning the Rookie award. \n\nThe site then shifted focus from a general-interest art-buying site to one more focussed on high-end art dealers and collectors. Art.sy signed up powerful New York city art dealer Larry Gagosian as an advisor and is negotiating with other world-class galleries to highlight their artists on Art.sy.\n\nArt.sy is powered by The Art Genome Project, an ongoing study of the characteristics that distinguish and connect works of art. Art.sy evaluates artworks along 200+ characteristicsâ€”such as art-historical movements, subject matter, and formal qualitiesâ€”to create a powerful search experience that reflects the multifaceted aspects of works of art.\n\nArt.syâ€™s investors and advisors include global leaders in the arts, media and technology. Investors include Dasha Zhukova, founder of Moscowâ€™s Garage Center for Contemporary Culture; Wendi Murdoch, film producer; and Jack Dorsey, creator of Twitter. Advisors include Larry Gagosian, owner of Gagosian Galleries; Marc Glimcher, president of The Pace Gallery; and Joe Kennedy, CEO of Pandora.','http://art.sy',18,'web','Discover fine art.',2009,0,'$7.41M','http://www.crunchbase.com/company/art-sy','art, fine-art, art-genome-project','artsy',''
23,1,'http://www.aviary.com/jobs','FALSE','Aviary','Aviary is a photo-editing API platform for web and mobile. \n\nAviary makes an easy-to-use photo editing API for web and mobile apps which allows developers to focus exclusively on making great apps, while enabling their users to make their photos amazing.\n\nDevelopers can add photo-editing power to their web or mobile app in minutes.\n\nHassle-free integration: just paste in a few lines of code.\nCustomize the editor skin to match your branding.\nLet your users edit photos without leaving your website/app.\nEasy-to-implement SDKs for all major mobile platforms.','http://www.aviary.com',16,'mobile','Photo-editing API platform',2007,0,'$11M','http://www.crunchbase.com/company/aviary','design, saas, web-apps, cloud-computing','aviary','http://aviary.com/blog'
24,1,'https://www.axialmarket.com/about/careers/','FALSE','AxialMarket','AxialMarket operates an online network designed to connect and serve buyers and sellers of private companies globally. \n\nCorporations, investment firms (VC, private equity, family offices) and private companies join AxialMarket to source deals, communicate and promote their firm’s acquisition and investment identity, and uncover opportunities to collaborate with other members. Business owners and their M&A advisors join AxialMarket to gain market insight, conduct buyer research, and execute a successful M&A or financing process. \n\nAxialMarket is backed by First Round Capital, WindCrest Partners, and Gerson Lehrman Group, and is led by alumni from Goldman Sachs, Gerson Lehrman Group, Salesforce.com, Work Market, Stanford, MIT, and Harvard.','http://www.axialmarket.com',20,'software','Online network for M&A professionals',2009,0,'$2M','http://www.crunchbase.com/company/axialmarket','','axialmarket','http://www.axialmarket.com/blog'
